ID,DUTName,Impedance,Temperature,Cycle,Status,TimeStamp,TimeTicks
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-1-Temp,G,0,44.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-2-Temp,S,0,322.4,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
1-3-Temp,F,0,130.8,0,,2023/9/14 下午 01:15:06,6.38302941061208E+17
